Philipps-MacBook-Pro:btc-liquidity philippbraun$ python main.py
FUEL/ETH 	0.00 	174972.54
POE/ETH 	7.01 	174979.55
AIR/ETH 	35.20 	175014.75
AMB/ETH 	2.42 	175017.18
TKR/ETH 	7.76 	175024.94
PPT/ETH 	8.85 	175033.80
MTH/ETH 	5.27 	175039.07
LRC/ETH 	17.38 	175056.45
ICX/ETH 	28.29 	175084.74
NEO/ETH 	112.16 	175196.89
PIX/ETH 	3.81 	175200.70
IND/ETH 	9.22 	175209.92
XVG/ETH 	14.94 	175224.86
DGB/ETH 	17.44 	175242.30
DCN/ETH 	71.85 	175314.15
CCT/ETH 	14.02 	175328.18
EBET/ETH 	9.92 	175338.09
ENJ/ETH 	10.29 	175348.39
ZSC/ETH 	7.20 	175355.59
TRX/ETH 	90.67 	175446.25
VEN/ETH 	14.21 	175460.46
EVX/ETH 	10.21 	175470.67
QVT/ETH 	6.02 	175476.69
EBTCOLD/ETH 	0.00 	175476.69
ATS/ETH 	0.55 	175477.25
CTR/ETH 	34.79 	175512.04
BMT/ETH 	4.73 	175516.77
SUB/ETH 	3.79 	175520.57
ATB/ETH 	5.69 	175526.26
BTM/ETH 	6.92 	175533.18
B2X/ETH 	403.73 	175936.91
ATM/ETH 	0.00 	175936.91
VIB/ETH 	79.10 	176016.00
DRT/ETH 	35.18 	176051.19
BTG/ETH 	24.17 	176075.35
SMART/ETH 	15.64 	176090.99
XUC/ETH 	3.42 	176094.42
CL/ETH 	10.68 	176105.10
LA/ETH 	36.45 	176141.55
CLD/ETH 	0.00 	176141.55
EDO/ETH 	1.88 	176143.43
HGT/ETH 	9.29 	176152.72
EBTC/ETH 	5.85 	176158.57
ETP/ETH 	4.44 	176163.02
CDX/ETH 	31.97 	176194.98
NEBL/ETH 	8.84 	176203.82
CTX/ETH 	9.64 	176213.46
ARN/ETH 	5.07 	176218.53
SISA/ETH 	0.00 	176218.53
STU/ETH 	0.93 	176219.46
GVT/ETH 	4.62 	176224.08
LTC/ETH 	98.18 	176322.25
BCN/ETH 	154.76 	176477.01
MAID/ETH 	29.41 	176506.42
NXT/ETH 	35.19 	176541.61
STRAT/ETH 	10.30 	176551.91
XDN/ETH 	4.99 	176556.89
XEM/ETH 	14.35 	176571.24
DOGE/ETH 	10.89 	176582.13
AMM/ETH 	2.70 	176584.83
SMS/ETH 	8.44 	176593.27
DOV/ETH 	11.61 	176604.88
DRPU/ETH 	3.22 	176608.10
XRP/ETH 	567.17 	177175.27
LEND/ETH 	8.85 	177184.12
SPF/ETH 	20.97 	177205.09
SBTC/ETH 	7.48 	177212.58
BTCA/ETH 	0.00 	177212.58
WRC/ETH 	9.88 	177222.45
LOC/ETH 	481.90 	177704.36
SWFTC/ETH 	5.84 	177710.20
STAR/ETH 	8.24 	177718.43
DIM/ETH 	0.00 	177718.43
NGC/ETH 	76.64 	177795.07
EMC/ETH 	5.45 	177800.52
MCO/ETH 	3.56 	177804.07
MANA/ETH 	235.65 	178039.72
CPAY/ETH 	352.72 	178392.44
DATA/ETH 	3.66 	178396.10
UTT/ETH 	143.41 	178539.51
KMD/ETH 	18.52 	178558.03
EKO/ETH 	3.52 	178561.55
LSK/ETH 	20.18 	178581.73
REP/ETH 	38.66 	178620.40
TIO/ETH 	6.00 	178626.39
WAX/ETH 	14.82 	178641.22
EET/ETH 	21.86 	178663.08
C20/ETH 	25.24 	178688.32
IDH/ETH 	42.16 	178730.48
COV/ETH 	19.86 	178750.33
SENT/ETH 	5.84 	178756.17
SMT/ETH 	5.18 	178761.35
CVH/ETH 	39.35 	178800.70
CAS/ETH 	6.30 	178807.00
CHAT/ETH 	7.39 	178814.39
TRAC/ETH 	18.64 	178833.03
JNT/ETH 	10.28 	178843.31
PCL/ETH 	14.85 	178858.15
UTK/ETH 	3.89 	178862.04
GNX/ETH 	19.50 	178881.54
CHSB/ETH 	23.70 	178905.24
AVH/ETH 	32.60 	178937.85
DAY/ETH 	8.28 	178946.13
NEU/ETH 	5.79 	178951.92
CLOUT/ETH 	6.66 	178958.58
BAR/ETH 	12.99 	178971.57
FLP/ETH 	0.83 	178972.40
R/ETH 	7.29 	178979.69
BCPT/ETH 	1.46 	178981.15
PKT/ETH 	42.72 	179023.87
WLK/ETH 	11.16 	179035.03
CPG/ETH 	2.44 	179037.47
BPTN/ETH 	42.23 	179079.71
BETR/ETH 	6.66 	179086.37
DBET/ETH 	52.08 	179138.45
RNTB/ETH 	29.35 	179167.80
HAND/ETH 	8.02 	179175.82
BEZ/ETH 	18.94 	179194.76
ACO/ETH 	0.60 	179195.37
CTE/ETH 	8.93 	179204.30
UTNP/ETH 	18.24 	179222.54
CPY/ETH 	5.25 	179227.79
CHP/ETH 	36.24 	179264.03
ACT/ETH 	2.62 	179266.65
HIRE/ETH 	8.06 	179274.71
ADA/ETH 	397.31 	179672.02
RPM/ETH 	6.87 	179678.89
MTX/ETH 	0.84 	179679.73
BGG/ETH 	1.81 	179681.53
SETH/ETH 	8.56 	179690.10
WIZ/ETH 	2.69 	179692.79
DADI/ETH 	1.93 	179694.72
BDG/ETH 	23.81 	179718.53
DATX/ETH 	13.06 	179731.59
DRG/ETH 	9.87 	179741.47
BANCA/ETH 	114.54 	179856.01
ZAP/ETH 	4.14 	179860.15
INSUR/ETH 	12.93 	179873.07
OCN/ETH 	5.61 	179878.68
STQ/ETH 	27.15 	179905.83
XLM/ETH 	32.65 	179938.48
IOTA/ETH 	43.17 	179981.64
MLD/ETH 	18.00 	179999.64
CGC/ETH 	3.66 	180003.30
MESH/ETH 	17.79 	180021.08
HLW/ETH 	5.59 	180026.67
IHT/ETH 	5.14 	180031.81
TEL/ETH 	11.73 	180043.54
BUBO/ETH 	3.90 	180047.43
VIT/ETH 	5.51 	180052.94
NCT/ETH 	11.86 	180064.81
AXP/ETH 	10.05 	180074.85
NOAH/ETH 	262.82 	180337.67
XMO/ETH 	4.56 	180342.23
BERRY/ETH 	2.92 	180345.15
BSTN/ETH 	15.47 	180360.62
GBX/ETH 	2.15 	180362.76
SHIP/ETH 	36.83 	180399.59
NANO/ETH 	2.99 	180402.59
UNC/ETH 	7.36 	180409.95
RPX/ETH 	2.16 	180412.11
KIN/ETH 	211.33 	180623.44
DAXT/ETH 	1.91 	180625.35
FOTA/ETH 	4.44 	180629.79
CVT/ETH 	14.60 	180644.39
GNT/ETH 	100.30 	180744.69
ADH/ETH 	4.00 	180748.69
BBC/ETH 	52.66 	180801.35
MITH/ETH 	5.33 	180806.68
SUNC/ETH 	68.23 	180874.91
VIO/ETH 	27.12 	180902.04
WIKI/ETH 	678.73 	181580.77
ONT/ETH 	8.42 	181589.19
FTX/ETH 	17.29 	181606.48
FREC/ETH 	38.55 	181645.03
VME/ETH 	1.50 	181646.52
NAVI/ETH 	20.68 	181667.20
LND/ETH 	19.17 	181686.37
MTC/ETH 	223.08 	181909.45
NTK/ETH 	19.04 	181928.48
AUC/ETH 	7.29 	181935.77
CMCT/ETH 	5.23 	181941.01
MAN/ETH 	3.75 	181944.76
TKA/ETH 	9.17 	181953.93
PNT/ETH 	0.94 	181954.88
CHX/ETH 	19.14 	181974.01
PAT/ETH 	17.04 	181991.05
EJOY/ETH 	33.44 	182024.49
TBAR/ETH 	4.89 	182029.39
FXT/ETH 	15.75 	182045.13
HERO/ETH 	15.57 	182060.70
XMC/ETH 	1.87 	182062.57
FDZ/ETH 	6.84 	182069.41
SPD/ETH 	46.51 	182115.93
ACAT/ETH 	44.08 	182160.01
STAK/ETH 	7.47 	182167.48
===> 	hitbtc 	182167.48
===> 	huobi 	0.00
ETH/USDT 	11.62 	11.62
ETH/BTC 	20943.70 	20955.32
EOS/ETH 	1205.14 	22160.45
OMG/ETH 	156.69 	22317.14
IOTA/ETH 	84.35 	22401.50
ADA/ETH 	284.90 	22686.40
STEEM/ETH 	52.96 	22739.37
LBA/ETH 	742.06 	23481.43
WAN/ETH 	118.88 	23600.31
BFT/ETH 	63.88 	23664.19
ZRX/ETH 	123.56 	23787.75
AST/ETH 	39.04 	23826.79
KNC/ETH 	181.62 	24008.40
ONT/ETH 	316.18 	24324.58
HT/ETH 	1867.84 	26192.42
BTM/ETH 	213.91 	26406.33
IOST/ETH 	179.30 	26585.64
SMT/ETH 	127.16 	26712.80
ELA/ETH 	269.10 	26981.89
TRX/ETH 	541.82 	27523.72
ABT/ETH 	196.60 	27720.31
NAS/ETH 	478.88 	28199.19
OCN/ETH 	105.03 	28304.22
WICC/ETH 	593.12 	28897.34
ZIL/ETH 	415.68 	29313.02
CTXC/ETH 	514.46 	29827.48
ZLA/ETH 	54.78 	29882.27
WPR/ETH 	38.30 	29920.57
DTA/ETH 	141.63 	30062.20
MTX/ETH 	22.51 	30084.70
THETA/ETH 	306.66 	30391.36
SRN/ETH 	123.79 	30515.15
VEN/ETH 	112.46 	30627.61
BTS/ETH 	88.76 	30716.37
WAX/ETH 	74.47 	30790.83
HSR/ETH 	62.22 	30853.06
ICX/ETH 	173.82 	31026.88
MTN/ETH 	411.55 	31438.43
ACT/ETH 	98.01 	31536.44
BLZ/ETH 	82.04 	31618.48
QASH/ETH 	188.64 	31807.12
RUFF/ETH 	435.38 	32242.50
CMT/ETH 	697.46 	32939.96
ELF/ETH 	539.69 	33479.65
MEET/ETH 	34.89 	33514.54
SOC/ETH 	223.37 	33737.90
QTUM/ETH 	266.64 	34004.55
ITC/ETH 	106.37 	34110.92
SWFTC/ETH 	98.57 	34209.49
YEE/ETH 	406.90 	34616.39
LSK/ETH 	48.58 	34664.96
LUN/ETH 	85.11 	34750.07
LET/ETH 	30.49 	34780.57
GNX/ETH 	63.90 	34844.46
CHAT/ETH 	52.45 	34896.91
EKO/ETH 	65.96 	34962.87
TOPC/ETH 	69.70 	35032.57
DGD/ETH 	113.59 	35146.17
STK/ETH 	125.90 	35272.07
MDS/ETH 	51.05 	35323.12
DBC/ETH 	71.40 	35394.51
SNC/ETH 	65.16 	35459.67
PAY/ETH 	60.95 	35520.62
QUN/ETH 	78.58 	35599.20
AIDOC/ETH 	70.22 	35669.42
TNB/ETH 	135.68 	35805.11
APPC/ETH 	84.97 	35890.08
RDN/ETH 	107.12 	35997.20
UTK/ETH 	58.21 	36055.41
POWR/ETH 	71.27 	36126.67
BAT/ETH 	133.51 	36260.18
PROPY/ETH 	156.47 	36416.65
MANA/ETH 	84.39 	36501.05
REQ/ETH 	49.04 	36550.09
CVC/ETH 	101.07 	36651.16
QSP/ETH 	98.84 	36750.00
EVX/ETH 	108.68 	36858.68
DAT/ETH 	59.73 	36918.41
MCO/ETH 	92.68 	37011.09
GNT/ETH 	89.80 	37100.89
GAS/ETH 	24.01 	37124.90
OST/ETH 	92.42 	37217.32
LINK/ETH 	28.57 	37245.89
RCN/ETH 	33.44 	37279.33
TNT/ETH 	47.58 	37326.90
ENG/ETH 	52.63 	37379.53
SALT/ETH 	36.17 	37415.71
ADX/ETH 	16.98 	37432.68
===> 	huobipro 	37432.68
===> 	itbit 	0.00
===> 	jubi 	0.00
EOS/ETH 	1459.46 	1459.46
GNO/ETH 	5013.71 	6473.17
ETC/ETH 	307.93 	6781.10
ETH/BTC 	90206.37 	96987.47
ETH/CAD 	1.91 	96989.38
ETH/EUR 	19.94 	97009.33
ETH/GBP 	0.34 	97009.66
ETH/JPY 	0.00 	97009.67
ETH/USD 	21.91 	97031.58
ICN/ETH 	1400.33 	98431.91
MLN/ETH 	44.69 	98476.61
REP/ETH 	336.08 	98812.68
===> 	kraken 	98812.68
ETH/BTC 	1118.18 	1118.18
ETH/USDT 	0.34 	1118.53
NEO/ETH 	67.21 	1185.73
KCS/ETH 	115.57 	1301.30
FOTA/ETH 	35.15 	1336.46
ABT/ETH 	3.42 	1339.88
CHP/ETH 	10.58 	1350.45
CS/ETH 	245.90 	1596.35
DOCK/ETH 	116.89 	1713.24
ETN/ETH 	11.26 	1724.49
IHT/ETH 	89.36 	1813.86
KICK/ETH 	121.89 	1935.74
MANA/ETH 	2.30 	1938.05
WAN/ETH 	9.37 	1947.41
APH/ETH 	78.53 	2025.95
BRD/ETH 	0.71 	2026.66
DATX/ETH 	11.57 	2038.23
DEB/ETH 	23.99 	2062.22
ELEC/ETH 	207.41 	2269.63
LALA/ETH 	44.96 	2314.59
LOOM/ETH 	323.09 	2637.69
LYM/ETH 	68.15 	2705.84
ONT/ETH 	41.42 	2747.26
OPEN/ETH 	415.48 	3162.74
SHL/ETH 	41.51 	3204.25
SPHTX/ETH 	26.53 	3230.77
SRN/ETH 	1.12 	3231.90
TOMO/ETH 	20.64 	3252.54
TRAC/ETH 	50.28 	3302.82
WPR/ETH 	9.20 	3312.02
CHSB/ETH 	5.20 	3317.21
COV/ETH 	23.67 	3340.88
DADI/ETH 	61.73 	3402.61
ELF/ETH 	2.05 	3404.66
MAN/ETH 	80.64 	3485.31
STK/ETH 	9.83 	3495.13
ZIL/ETH 	26.40 	3521.53
ZPT/ETH 	15.46 	3536.98
BPT/ETH 	12.43 	3549.41
CAPP/ETH 	14.16 	3563.57
POLY/ETH 	212.74 	3776.32
TKY/ETH 	263.25 	4039.57
TNC/ETH 	45.99 	4085.56
XRB/ETH 	17.40 	4102.96
AXP/ETH 	25.56 	4128.52
COFI/ETH 	26.99 	4155.51
CXO/ETH 	15.75 	4171.26
DTA/ETH 	5.01 	4176.27
ING/ETH 	4.02 	4180.29
MTN/ETH 	751.93 	4932.22
PARETO/ETH 	25.42 	4957.64
SNC/ETH 	5.61 	4963.26
TEL/ETH 	168.51 	5131.77
WAX/ETH 	7.61 	5139.37
ADB/ETH 	17.74 	5157.11
BOS/ETH 	20.68 	5177.80
HAT/ETH 	4.50 	5182.29
HKN/ETH 	55.60 	5237.90
HPB/ETH 	53.60 	5291.50
IOST/ETH 	7.86 	5299.36
ARY/ETH 	29.78 	5329.14
DBC/ETH 	49.98 	5379.12
KEY/ETH 	19.94 	5399.06
GAT/ETH 	12.59 	5411.65
RPX/ETH 	4.80 	5416.45
ACAT/ETH 	18.45 	5434.90
CV/ETH 	11.66 	5446.56
DRGN/ETH 	62.37 	5508.94
LTC/ETH 	16.50 	5525.43
QLC/ETH 	2.91 	5528.34
R/ETH 	6.12 	5534.47
TIO/ETH 	46.55 	5581.02
ITC/ETH 	3.55 	5584.57
AGI/ETH 	63.05 	5647.62
EXY/ETH 	74.18 	5721.80
MWAT/ETH 	11.39 	5733.19
DENT/ETH 	72.85 	5806.05
J8T/ETH 	36.62 	5842.67
LOCI/ETH 	6.54 	5849.21
OCN/ETH 	91.35 	5940.56
CAT/ETH 	80.39 	6020.95
ACT/ETH 	8.57 	6029.52
ARN/ETH 	2.04 	6031.55
BCH/ETH 	27.22 	6058.77
CAN/ETH 	34.77 	6093.54
EOS/ETH 	46.93 	6140.47
ETC/ETH 	18.44 	6158.91
JNT/ETH 	32.48 	6191.40
PLAY/ETH 	5.78 	6197.17
DASH/ETH 	7.62 	6204.79
DNA/ETH 	4.39 	6209.18
EBTC/ETH 	2.73 	6211.91
PRL/ETH 	40.23 	6252.14
UTK/ETH 	13.71 	6265.85
CAG/ETH 	5.18 	6271.04
GLA/ETH 	82.44 	6353.47
HAV/ETH 	233.08 	6586.55
SPF/ETH 	3.45 	6590.00
TIME/ETH 	3.10 	6593.10
BNTY/ETH 	18.96 	6612.07
ELIX/ETH 	19.72 	6631.78
ENJ/ETH 	5.49 	6637.27
AIX/ETH 	3.98 	6641.25
VEN/ETH 	39.80 	6681.05
AION/ETH 	9.72 	6690.78
DAT/ETH 	4.96 	6695.74
DGB/ETH 	14.03 	6709.77
SNOV/ETH 	1.20 	6710.96
AMB/ETH 	10.16 	6721.12
BTM/ETH 	9.17 	6730.29
RHOC/ETH 	134.79 	6865.08
XLR/ETH 	3.55 	6868.63
XAS/ETH 	1.14 	6869.77
POE/ETH 	5.06 	6874.83
UKG/ETH 	10.46 	6885.29
POLL/ETH 	10.72 	6896.01
FLIXX/ETH 	7.92 	6903.93
INS/ETH 	4.90 	6908.83
OMG/ETH 	35.40 	6944.22
TFL/ETH 	1.28 	6945.50
LEND/ETH 	4.65 	6950.15
KNC/ETH 	2.15 	6952.31
BCD/ETH 	0.77 	6953.08
EVX/ETH 	3.87 	6956.95
LA/ETH 	89.59 	7046.53
ONION/ETH 	6.01 	7052.54
POWR/ETH 	1.69 	7054.23
SNM/ETH 	12.41 	7066.64
BTG/ETH 	9.06 	7075.71
HSR/ETH 	4.07 	7079.78
PBL/ETH 	8.73 	7088.50
MOD/ETH 	4.29 	7092.79
PPT/ETH 	3.28 	7096.07
BCPT/ETH 	6.46 	7102.53
GVT/ETH 	25.34 	7127.87
HST/ETH 	36.89 	7164.76
PURA/ETH 	8.22 	7172.98
SNT/ETH 	4.74 	7177.72
SUB/ETH 	4.99 	7182.71
NEBL/ETH 	4.04 	7186.76
CVC/ETH 	8.65 	7195.41
MTH/ETH 	4.37 	7199.78
STX/ETH 	10.62 	7210.39
NULS/ETH 	12.67 	7223.07
PAY/ETH 	4.61 	7227.67
RDN/ETH 	1.40 	7229.07
REQ/ETH 	1.77 	7230.84
QSP/ETH 	24.04 	7254.87
===> 	kucoin 	7254.87
ETH/UAH 	0.00 	0.00
===> 	kuna 	0.00
ETH/BTC 	3.20 	3.20
BAC/ETH 	0.00 	3.20
===> 	lakebtc 	3.20
ETH/USDT 	0.37 	0.37
ETH/BTC 	255.00 	255.37
SKM/ETH 	8.13 	263.50
PCH/ETH 	40.44 	303.94
IIC/ETH 	2.36 	306.29
PLY/ETH 	422.10 	728.39
EXT/ETH 	118.56 	846.95
DAX/ETH 	968.58 	1815.53
EOS/ETH 	16.85 	1832.37
TRX/ETH 	32.67 	1865.04
QTUM/ETH 	718.40 	2583.44
ZEC/ETH 	754.18 	3337.62
BTS/ETH 	0.18 	3337.80
BTM/ETH 	0.37 	3338.17
MITH/ETH 	2.71 	3340.89
NAS/ETH 	116.55 	3457.44
MAN/ETH 	0.00 	3457.44
CMT/ETH 	320.39 	3777.83
DBC/ETH 	26.58 	3804.41
BTO/ETH 	13.78 	3818.18
ABT/ETH 	17.33 	3835.52
DDD/ETH 	2.53 	3838.04
CPX/ETH 	137.42 	3975.46
CS/ETH 	0.95 	3976.42
IHT/ETH 	5.01 	3981.42
INK/ETH 	4.67 	3986.09
TKY/ETH 	3.58 	3989.67
OCN/ETH 	10.47 	4000.14
DCT/ETH 	0.63 	4000.77
YOYOW/ETH 	19.41 	4020.17
ZSC/ETH 	34.68 	4054.86
ZPT/ETH 	2.31 	4057.17
EKO/ETH 	1.85 	4059.02
MDA/ETH 	1.95 	4060.97
PST/ETH 	2.17 	4063.14
XWC/ETH 	5.24 	4068.38
PUT/ETH 	0.34 	4068.72
TGC/ETH 	0.07 	4068.79
PNT/ETH 	76.37 	4145.16
AAC/ETH 	17.72 	4162.88
FIL6/ETH 	64.10 	4226.97
FIL12/ETH 	2.93 	4229.90
FIL36/ETH 	0.50 	4230.40
UIP/ETH 	1.61 	4232.01
LCH/ETH 	1.00 	4233.01
SEER/ETH 	149.83 	4382.84
BSB/ETH 	0.73 	4383.57
CDC/ETH 	2.26 	4385.83
GRAMS/ETH 	96.63 	4482.46
DDM/ETH 	0.29 	4482.75
EAI/ETH 	35.10 	4517.85
INC/ETH 	72.75 	4590.60
===> 	lbank 	4590.60
ETH/BTC 	5346.74 	5346.74
DASH/ETH 	4.78 	5351.51
MLN/ETH 	2.47 	5353.98
TIME/ETH 	1.31 	5355.28
PLU/ETH 	0.00 	5355.28
REP/ETH 	20.54 	5375.82
TRST/ETH 	2.08 	5377.90
TAAS/ETH 	30.86 	5408.75
TKN/ETH 	2.36 	5411.11
ANT/ETH 	8.15 	5419.26
BAT/ETH 	6.13 	5425.39
MGO/ETH 	558.75 	5984.14
PTOY/ETH 	5.09 	5989.22
SNT/ETH 	21.04 	6010.27
EOS/ETH 	38.36 	6048.63
XID/ETH 	2.15 	6050.77
OMG/ETH 	5.55 	6056.33
SAN/ETH 	4.08 	6060.41
QTUM/ETH 	0.00 	6060.41
NET/ETH 	12.68 	6073.09
BCH/ETH 	6.82 	6079.92
STX/ETH 	2.66 	6082.58
AE/ETH 	40.09 	6122.67
MANA/ETH 	4.49 	6127.16
SALT/ETH 	8.04 	6135.21
TRX/ETH 	253.45 	6388.66
ENG/ETH 	3.90 	6392.55
AST/ETH 	12.87 	6405.42
NEU/ETH 	12.35 	6417.77
SRN/ETH 	17.20 	6434.97
AION/ETH 	2.64 	6437.61
REN/ETH 	23.49 	6461.10
CLN/ETH 	7.03 	6468.13
===> 	liqui 	6468.13
HVN/ETH 	2.75 	2.75
HST/ETH 	0.90 	3.65
FU/ETH 	2.54 	6.19
AMB/ETH 	0.90 	7.09
USC/ETH 	0.24 	7.32
eETT/ETH 	0.73 	8.05
QAU/ETH 	3.25 	11.31
ADL/ETH 	0.34 	11.65
NEO/ETH 	8.78 	20.44
CBR/ETH 	0.54 	20.98
POST/ETH 	0.99 	21.97
OXY/ETH 	1.20 	23.17
VOISE/ETH 	1.25 	24.42
PIVX/ETH 	3.05 	27.47
CHSB/ETH 	7.15 	34.62
EDG/ETH 	0.99 	35.61
HB/ETH 	1.79 	37.40
ENJ/ETH 	0.91 	38.31
EOSDAC/ETH 	0.37 	38.68
RLC/ETH 	1.33 	40.01
MGO/ETH 	1.25 	41.25
WIC/ETH 	0.30 	41.55
FUN/ETH 	1.19 	42.74
PAY/ETH 	1.12 	43.86
DGD/ETH 	1.35 	45.21
LATX/ETH 	0.97 	46.18
COV/ETH 	1.16 	47.34
SPA/ETH 	0.50 	47.83
LTT/ETH 	0.18 	48.02
XEM/ETH 	11.30 	59.32
SPF/ETH 	1.52 	60.84
XBT/ETH 	0.57 	61.41
OBITS/ETH 	0.30 	61.71
MNX/ETH 	36.85 	98.56
ETHOS/ETH 	4.82 	103.38
SHIFT/ETH 	4.97 	108.35
KICK/ETH 	0.83 	109.18
IPBC/ETH 	4.53 	113.71
GNT/ETH 	4.68 	118.39
XRL/ETH 	26.09 	144.48
PRG/ETH 	1.40 	145.87
TRST/ETH 	1.45 	147.32
PIN/ETH 	0.71 	148.03
REE/ETH 	10.45 	158.48
TFL/ETH 	0.82 	159.29
ERO/ETH 	1.06 	160.35
PHI/ETH 	3.03 	163.38
BNT/ETH 	2.13 	165.51
DAY/ETH 	1.43 	166.94
ARTE/ETH 	0.55 	167.48
CRC/ETH 	0.64 	168.12
WGR/ETH 	0.38 	168.50
ITI/ETH 	0.74 	169.25
ANT/ETH 	2.86 	172.11
GRX/ETH 	0.61 	172.72
BPTN/ETH 	0.32 	173.04
MNE/ETH 	1.36 	174.39
CLPC/ETH 	0.86 	175.25
TPI/ETH 	3.53 	178.78
VEN/ETH 	0.78 	179.56
FLIXX/ETH 	0.76 	180.32
ETH/RUR 	0.00 	180.32
ECHO/ETH 	1.21 	181.54
PPY/ETH 	3.47 	185.01
CNB/ETH 	0.80 	185.81
ELI/ETH 	18.23 	204.04
BPC/ETH 	0.58 	204.61
HNC/ETH 	0.44 	205.06
GOAL/ETH 	0.80 	205.86
FirstBlood/ETH 	1.66 	207.52
RTB/ETH 	3.60 	211.12
FLOT/ETH 	4.51 	215.64
TIME/ETH 	11.24 	226.88
ETH/BTC 	158975.08 	159201.96
CPC/ETH 	14.80 	159216.76
KAPU/ETH 	0.44 	159217.20
DIME/ETH 	48.92 	159266.12
IPL/ETH 	20.22 	159286.34
ESR/ETH 	0.87 	159287.21
SPD/ETH 	0.41 	159287.62
PPT/ETH 	0.51 	159288.14
DMD/ETH 	0.81 	159288.95
SUMO/ETH 	2.01 	159290.96
AMM/ETH 	0.85 	159291.80
BCH/ETH 	15.54 	159307.34
FNC/ETH 	0.36 	159307.70
NOKU/ETH 	1.15 	159308.86
RBM/ETH 	1.86 	159310.72
ARC/ETH 	0.67 	159311.39
MCR/ETH 	0.33 	159311.72
QTUM/ETH 	2.70 	159314.41
GNO/ETH 	0.85 	159315.26
MTCoin/ETH 	0.18 	159315.44
wETT/ETH 	0.54 	159315.98
GUP/ETH 	0.80 	159316.78
ORE/ETH 	1.08 	159317.86
INSN/ETH 	0.99 	159318.85
FXT/ETH 	5.85 	159324.70
KNC/ETH 	0.67 	159325.37
ATM/ETH 	1.78 	159327.15
HNR/ETH 	1.50 	159328.65
IFAN/ETH 	0.75 	159329.39
ICOS/ETH 	0.69 	159330.08
MTRc/ETH 	2.95 	159333.04
ETH/USD 	0.25 	159333.28
BAT/ETH 	0.87 	159334.15
CRBIT/ETH 	0.96 	159335.11
MLN/ETH 	0.48 	159335.59
CCRB/ETH 	1.09 	159336.69
FORTYTWO/ETH 	1.78 	159338.47
DTR/ETH 	65.11 	159403.58
PRO/ETH 	0.91 	159404.49
CDX/ETH 	6.24 	159410.73
ARK/ETH 	1.11 	159411.84
ZRX/ETH 	4.81 	159416.65
JOY/ETH 	0.80 	159417.46
ESC/ETH 	2.61 	159420.06
KPL/ETH 	0.77 	159420.83
TWC/ETH 	0.44 	159421.27
TNS/ETH 	0.93 	159422.19
PIPL/ETH 	3.99 	159426.18
EOS/ETH 	4.85 	159431.03
UQC/ETH 	3.37 	159434.40
OMG/ETH 	5.82 	159440.22
VIEW/ETH 	5.27 	159445.49
MSCN/ETH 	1.97 	159447.46
SKCH/ETH 	13.55 	159461.01
YOC/ETH 	2.02 	159463.02
VIB/ETH 	2.94 	159465.96
WINGS/ETH 	1.46 	159467.42
EVC/ETH 	1.06 	159468.47
FLP/ETH 	6.33 	159474.80
REP/ETH 	3.57 	159478.37
MTL/ETH 	0.81 	159479.18
PLBT/ETH 	3.44 	159482.61
XSN/ETH 	3.03 	159485.64
EMC/ETH 	11.48 	159497.12
VIU/ETH 	1.70 	159498.82
IDH/ETH 	1.92 	159500.74
FUNC/ETH 	0.31 	159501.06
RLT/ETH 	0.89 	159501.95
ESP/ETH 	3.52 	159505.47
SOAR/ETH 	2.47 	159507.94
LEO/ETH 	1.80 	159509.73
BTB/ETH 	0.49 	159510.22
NAM/ETH 	2.18 	159512.40
STORJ/ETH 	1.22 	159513.62
TER/ETH 	1.12 	159514.74
TRUMP/ETH 	0.65 	159515.39
BIO/ETH 	0.98 	159516.37
B2B/ETH 	2.10 	159518.47
STRAT/ETH 	3.58 	159522.04
CLD/ETH 	0.71 	159522.75
ORME/ETH 	0.28 	159523.03
EURN/ETH 	0.53 	159523.56
SNT/ETH 	0.91 	159524.47
OTN/ETH 	2.04 	159526.51
NOX/ETH 	3.77 	159530.29
SNGLS/ETH 	0.86 	159531.15
TKN/ETH 	1.33 	159532.47
CVC/ETH 	0.82 	159533.29
ECIO/ETH 	0.85 	159534.15
GRS/ETH 	1.25 	159535.39
TRX/ETH 	9.03 	159544.43
MCO/ETH 	2.90 	159547.32
PUT/ETH 	0.56 	159547.88
DIG/ETH 	22.36 	159570.24
ETHP/ETH 	1.20 	159571.44
===> 	livecoin 	159571.44
ETH/BTC 	9054.76 	9054.76
===> 	luno 	9054.76
AE/ETH 	1.09 	1.09
AGI/ETH 	0.33 	1.41
AION/ETH 	0.78 	2.20
AIR/ETH 	0.28 	2.48
AMLT/ETH 	0.20 	2.68
APPC/ETH 	0.95 	3.63
BMC/ETH 	0.22 	3.85
BNT/ETH 	2.11 	5.95
CAN/ETH 	0.38 	6.33
CLN/ETH 	0.10 	6.43
CVC/ETH 	0.26 	6.69
DAT/ETH 	3.44 	10.13
DEB/ETH 	0.10 	10.23
DENT/ETH 	0.29 	10.52
DNT/ETH 	0.16 	10.68
DTH/ETH 	3.42 	14.09
ENG/ETH 	0.23 	14.33
EOS/ETH 	2.87 	17.20
ETH/BTC 	15426.14 	15443.33
ETH/CHF 	2.18 	15445.51
ETH/EUR 	2.37 	15447.88
ETH/GBP 	2.73 	15450.61
ETH/LKK 	0.00 	15450.61
